elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
45304,lying,1,0,78.77,1922.5,17.4,1.03,1973.5,1,0,89
45705,lying,1,0,78.77,1921.7,17.7,1.03,1973.5,1,0,89
46105,lying,1,0,78.77,1920.3,17.6,1.03,1973.5,1,0,89
46545,lying,1,0,78.77,1918.8,19.0,1.03,1973.5,1,0,88
46905,lying,1,0,78.77,1916.7,18.1,1.02,1954.9,1,0,88
47325,lying,1,0,78.77,1914.2,17.8,1.02,1954.9,1,0,87
47706,lying,1,0,78.77,1910.6,18.2,1.02,1946.0,1,0,87
48121,lying,1,0,78.77,1908.3,17.5,1.02,1946.0,1,0,87
48505,lying,1,0,78.77,1906.5,21.3,1.02,1946.0,1,0,86
48899,lying,1,0,78.77,1904.3,19.0,1.02,1946.0,1,0,86
49296,lying,1,0,78.77,1901.2,16.0,1.02,1942.0,1,0,85
49696,lying,1,0,78.77,1901.0,15.5,1.02,1942.0,1,0,85
50107,lying,1,0,78.77,1901.4,15.2,1.02,1942.0,1,0,85
50507,lying,1,0,78.77,1900.5,17.7,1.02,1942.0,1,0,84
50906,lying,1,0,78.77,1900.1,13.4,1.02,1933.3,1,0,84
51305,lying,1,0,78.77,1899.2,13.4,1.02,1933.3,1,0,83
51706,lying,1,0,78.77,1899.1,14.1,1.02,1933.3,1,0,83
52106,lying,1,0,78.77,1898.6,14.0,1.02,1933.3,1,0,83
52497,lying,1,0,78.77,1897.5,14.2,1.02,1933.3,1,0,82
52908,lying,1,0,78.77,1898.1,10.9,1.01,1920.9,1,0,82
53296,lying,1,0,78.77,1896.5,11.0,1.01,1920.9,1,0,81
53736,lying,1,0,78.77,1897.7,12.3,1.01,1924.7,1,0,81
54098,lying,1,0,78.77,1896.2,13.8,1.02,1924.7,1,0,81
54535,lying,1,0,78.77,1900.1,38.6,1.13,2143.8,1,0,80
54898,lying,1,0,78.77,1899.6,48.5,1.13,2143.8,1,0,80
55352,lying,1,0,78.77,1897.6,56.4,1.13,2143.8,1,0,79
55698,lying,1,0,78.77,1902.9,60.5,1.13,2143.8,1,0,79
56098,lying,1,0,78.77,1910.1,64.5,1.12,2143.8,1,0,79
56497,lying,1,0,78.77,1911.7,66.2,1.12,2143.8,1,0,78
56906,lying,1,0,78.77,1920.8,62.7,1.09,2084.3,1,0,78
57297,lying,1,0,78.77,1934.8,58.0,1.05,2030.1,1,0,77
57732,lying,1,0,78.77,1945.8,47.1,1.04,2030.1,1,0,77
58099,lying,1,0,78.77,1952.4,40.8,1.04,2030.1,1,0,77
58540,lying,1,0,78.77,1954.1,37.2,1.04,2030.1,1,0,76
58899,lying,1,0,78.77,1962.0,22.9,1.03,2030.1,1,0,76
59343,lying,1,0,78.77,1958.9,20.2,1.03,2013.9,1,0,75
59699,lying,1,0,78.77,1955.6,15.5,1.02,1993.3,1,0,75
60099,lying,1,0,78.77,1953.7,16.2,1.02,1993.3,1,0,75
60499,lying,0,0,78.77,1952.0,16.9,1.02,1993.3,1,0,74
60914,lying,0,0,78.77,1951.4,20.4,1.02,1993.3,1,0,74
61299,lying,0,0,78.77,1952.3,21.2,1.02,1993.3,1,0,73
61701,lying,0,0,78.77,1956.2,35.1,1.07,2090.7,1,0,73
62101,lying,0,0,78.77,1960.9,38.7,1.07,2090.7,1,0,73
62500,lying,0,0,78.77,1963.9,42.5,1.06,2090.7,1,0,72
62900,lying,0,0,78.77,1968.5,43.2,1.06,2090.7,1,0,72
63329,lying,0,0,78.77,1977.5,51.1,1.09,2161.9,1,0,71
63700,lying,0,0,78.77,1984.0,60.0,1.09,2161.9,1,0,71
64100,lying,0,0,78.77,1983.5,61.0,1.09,2161.9,1,0,71
64500,lying,0,0,78.77,1984.6,62.5,1.09,2161.9,1,0,70
64914,lying,0,0,78.77,1990.4,67.8,1.09,2161.9,1,0,70
65300,lying,0,0,78.77,1987.1,72.9,1.09,2161.9,1,0,69
65700,lying,0,0,78.77,1983.1,68.7,1.07,2123.7,1,0,69
66101,lying,0,0,78.77,1978.5,63.9,1.06,2105.4,1,0,69
66535,lying,0,0,92.38,1976.6,61.6,1.07,2105.4,1,1,68
66902,lying,0,0,92.38,1973.8,60.4,1.07,2105.4,1,1,68
67333,lying,0,0,85.39,1968.5,50.0,1.06,2094.9,1,1,67
67701,lying,0,0,85.39,1971.7,43.5,1.06,2094.9,1,1,67
68102,lying,0,0,74.72,1972.5,44.5,1.06,2094.9,1,1,67
68525,lying,0,0,74.72,1989.0,98.6,1.33,2649.4,1,1,66
68908,lying,0,0,74.72,1992.5,96.3,1.33,2649.4,1,1,66
69301,lying,0,0,74.72,1994.4,94.9,1.33,2649.4,1,1,65
69730,lying,0,0,74.72,1997.1,93.7,1.33,2649.4,1,1,65
70102,lying,0,0,74.72,1999.0,92.9,1.33,2649.4,1,1,65
70513,lying,0,0,74.72,1998.8,91.2,1.33,2649.4,1,1,64
70903,lying,0,0,74.72,1987.4,17.8,1.03,2048.4,1,1,64
71326,lying,0,0,74.72,1984.6,23.6,1.02,2026.2,1,1,63
71703,lying,0,0,84.83,1984.1,28.9,1.02,2033.7,1,1,63
72116,lying,0,0,84.83,1984.4,29.5,1.02,2033.7,1,1,63
72503,lying,0,0,84.83,1985.8,32.3,1.03,2054.3,1,1,62
72925,lying,0,0,84.83,1984.4,34.9,1.04,2054.3,1,1,62
73304,lying,0,0,84.83,1983.0,41.5,1.04,2054.3,1,1,61
73703,lying,0,0,84.83,1981.2,43.5,1.04,2054.3,1,1,61
74105,lying,0,0,84.83,1983.6,43.2,1.05,2083.7,1,1,61
74545,lying,0,0,82.52,1983.7,45.8,1.05,2083.7,1,1,60
74905,lying,0,0,82.52,1982.0,50.5,1.05,2083.7,1,1,60
75329,lying,0,0,82.52,1972.5,72.8,1.08,2135.9,1,1,59
