elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
99578,lying,0,0,90.08,1862.2,55.0,1.08,2004.3,1,1,47
99978,lying,0,0,90.08,1860.3,53.9,1.08,2004.3,1,1,47
100452,lying,0,0,90.08,1861.6,51.1,1.08,2004.3,1,1,46
100777,lying,0,0,90.08,1855.2,49.2,1.08,2004.3,1,1,46
101178,lying,0,0,90.08,1856.6,56.0,1.08,2004.3,1,1,45
101577,lying,0,0,80.05,1854.1,42.9,1.07,1991.7,1,1,45
101978,lying,0,0,80.05,1852.0,41.2,1.08,1991.7,1,1,45
102378,lying,0,0,71.18,1853.8,48.0,1.07,1991.7,1,1,44
102777,lying,0,0,71.18,1854.3,49.5,1.07,1991.7,1,1,44
103179,lying,0,0,71.18,1861.4,55.8,1.07,1991.7,1,1,43
103579,lying,0,0,71.18,1859.9,49.4,1.07,1991.5,1,1,43
103978,lying,0,0,71.18,1860.4,49.2,1.07,1991.5,1,1,43
104379,lying,0,0,71.18,1865.5,52.7,1.07,1991.5,1,1,42
104793,lying,0,0,71.18,1870.7,56.2,1.08,2018.7,1,1,42
105178,lying,0,0,71.18,1870.8,62.0,1.08,2018.7,1,1,41
105573,lying,0,3,71.18,1874.0,60.8,1.08,2018.7,1,1,41
105978,lying,0,3,71.18,1885.2,57.7,1.07,2018.7,1,1,41
106378,lying,0,3,71.18,1909.8,70.2,1.08,2064.0,1,0,40
106804,lying,0,3,71.18,1895.8,90.2,1.09,2064.0,1,0,40
107269,lying,0,3,71.18,1891.7,91.4,1.09,2064.0,1,0,39
107669,lying,0,4,70.52,1959.4,248.0,1.55,3043.2,1,1,39
108092,lying,0,4,70.52,1955.5,281.6,1.56,3043.2,1,1,39
108467,lying,0,4,70.52,1941.8,301.2,1.57,3043.2,1,1,38
108922,lying,0,4,70.52,1919.8,306.1,1.59,3043.2,1,1,38
109268,lying,0,4,70.52,1914.5,320.4,1.59,3043.2,1,1,37
109670,lying,0,4,70.52,1978.8,372.9,1.54,3043.2,1,1,37
110113,lying,0,4,70.52,1930.7,311.9,1.56,3020.9,1,1,37
110468,lying,0,4,70.52,1936.3,291.8,1.56,3020.9,1,1,36
110885,lying,0,4,70.52,1936.2,287.4,1.56,3020.9,1,1,36
111269,lying,0,4,70.52,1938.3,288.2,1.56,3020.9,1,1,35
154474,sitting,1,3,89.59,1895.0,144.4,1.29,2451.0,1,0,82
154874,sitting,1,3,89.59,1887.9,113.2,1.21,2282.7,1,0,82
155320,sitting,1,3,89.59,1897.9,98.1,1.19,2250.8,1,0,81
155673,sitting,1,3,89.59,1906.4,93.8,1.18,2250.8,1,0,81
156075,sitting,1,3,89.59,1894.3,103.2,1.19,2250.8,1,0,81
156479,sitting,1,3,89.59,1894.7,98.2,1.19,2250.8,1,0,80
156957,sitting,1,3,89.59,1912.5,129.0,1.23,2356.2,1,0,80
157275,sitting,1,3,89.59,1891.6,134.9,1.25,2356.2,1,0,79
157675,sitting,1,0,89.59,1869.7,133.9,1.26,2356.2,1,0,79
158073,sitting,1,3,89.59,1873.5,134.3,1.26,2356.2,1,0,79
158475,sitting,1,3,82.22,1879.7,127.6,1.25,2356.2,1,1,78
158875,sitting,1,3,82.22,1873.3,126.0,1.26,2356.2,1,1,78
159276,sitting,1,0,82.22,1849.9,85.0,1.1,2040.7,1,1,77
159696,sitting,1,0,82.22,1865.4,69.7,1.1,2058.6,1,1,77
160074,sitting,1,3,82.22,1882.2,60.1,1.09,2058.6,1,1,77
160476,sitting,1,3,82.22,1879.0,54.7,1.1,2058.6,1,1,76
160882,sitting,1,3,82.22,1876.9,55.9,1.1,2058.6,1,1,76
161275,sitting,1,0,82.22,1869.4,58.2,1.1,2058.6,1,1,75
161677,sitting,1,0,95.4,1864.7,66.2,1.1,2058.6,1,1,75
162211,sitting,0,0,95.4,1849.0,66.0,1.07,1978.3,1,1,74
162476,sitting,0,2,95.4,1833.8,59.9,1.08,1978.3,1,1,74
162877,sitting,0,2,95.4,1815.6,54.4,1.09,1978.3,1,1,74
163295,sitting,0,3,95.4,1806.9,65.6,1.09,1978.3,1,1,73
163676,sitting,0,2,95.4,1820.9,84.4,1.15,2089.7,1,1,73
164087,sitting,0,2,97.24,1811.7,86.3,1.15,2089.7,1,1,73
164475,sitting,0,2,97.24,1819.7,85.1,1.15,2089.7,1,1,72
164878,sitting,0,3,97.24,1805.6,99.7,1.16,2089.7,1,1,72
165269,sitting,0,2,97.24,1821.1,127.2,1.16,2121.0,1,1,71
165677,sitting,0,2,97.24,1840.6,135.3,1.19,2191.0,1,1,71
166078,sitting,0,2,97.24,1829.8,126.7,1.2,2191.0,1,1,71
166480,sitting,0,2,97.24,1842.9,123.5,1.19,2191.0,1,1,70
166877,sitting,0,0,97.24,1848.2,122.0,1.19,2191.0,1,1,70
167374,sitting,0,0,97.24,1864.0,104.6,1.18,2191.0,1,1,69
167668,sitting,0,0,97.24,1856.1,72.9,1.18,2191.0,1,1,69
168069,sitting,0,2,97.24,1843.0,40.0,1.06,1947.0,1,0,69
