elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
358301,walking,0,3,69.52,1899.5,9.8,1.02,1931.6,1,0,46
358701,walking,0,3,69.52,1899.6,8.9,1.02,1931.6,1,0,46
359101,walking,0,3,69.52,1900.2,9.7,1.02,1931.6,1,0,45
359502,walking,0,3,69.52,1899.7,9.0,1.01,1921.1,1,0,45
359912,walking,0,3,69.52,1899.6,9.6,1.01,1921.1,1,0,45
360301,walking,0,3,69.52,1898.2,9.9,1.01,1921.1,1,0,44
360702,walking,0,3,69.52,1898.1,10.5,1.01,1921.1,1,0,44
361122,walking,0,3,69.52,1897.4,9.9,1.01,1921.1,1,0,43
361502,walking,0,3,69.52,1897.2,9.1,1.01,1920.1,1,0,43
361903,walking,0,3,69.52,1896.5,9.4,1.01,1920.1,1,0,43
362318,walking,0,3,69.52,1896.2,9.8,1.01,1923.2,1,0,42
362703,walking,0,3,69.52,1897.2,10.4,1.01,1923.2,1,0,42
363107,walking,0,3,69.52,1897.4,10.6,1.01,1923.2,1,0,41
363503,walking,0,3,69.52,1898.1,11.6,1.01,1923.2,1,0,41
363929,walking,0,3,69.52,1897.1,11.8,1.01,1923.2,1,0,41
364303,walking,0,3,69.52,1897.0,11.9,1.01,1923.2,1,0,40
364704,walking,0,3,69.52,1896.5,11.6,1.01,1919.7,1,0,40
365103,walking,0,3,69.52,1896.0,11.5,1.01,1921.3,1,0,39
365504,walking,0,3,69.52,1896.6,12.0,1.01,1924.2,1,0,39
365905,walking,0,3,69.52,1897.1,11.3,1.01,1924.2,1,0,39
366305,walking,0,3,69.52,1897.9,11.0,1.01,1924.2,1,0,38
366705,walking,0,3,69.52,1898.4,10.8,1.01,1924.2,1,0,38
367126,walking,0,3,69.52,1898.6,10.1,1.01,1924.2,1,0,37
367505,walking,0,3,69.52,1899.5,9.8,1.01,1924.2,1,0,37
367906,walking,0,3,69.52,1899.3,8.6,1.01,1924.1,1,0,37
368310,walking,0,3,69.52,1898.3,8.0,1.01,1924.1,1,0,36
368738,walking,0,3,69.52,1899.2,8.0,1.01,1924.1,1,0,36
369106,walking,0,3,69.52,1899.6,8.4,1.01,1924.1,1,0,35
369522,walking,0,3,69.52,1900.4,8.2,1.01,1924.1,1,0,35
369906,walking,0,3,69.52,1899.2,8.2,1.01,1920.1,1,0,35
370307,walking,0,3,69.52,1899.7,8.3,1.01,1920.1,1,0,34
370701,walking,0,3,69.52,1901.0,9.3,1.01,1929.2,1,0,34
371107,walking,0,3,69.52,1899.6,9.9,1.02,1929.2,1,0,33
371507,walking,0,3,69.52,1899.5,10.2,1.02,1929.2,1,0,33
371907,walking,0,3,69.52,1899.8,10.2,1.02,1929.2,1,0,33
372298,walking,0,3,69.52,1900.8,10.0,1.01,1929.2,1,0,32
372698,walking,0,3,69.52,1900.5,9.9,1.02,1929.2,1,0,32
373097,walking,0,3,69.52,1899.9,10.4,1.01,1926.0,1,0,31
373498,walking,0,3,69.52,1901.2,9.8,1.01,1926.0,1,0,31
373905,walking,0,3,69.52,1901.8,13.3,1.02,1935.7,1,0,31
374314,walking,0,3,69.52,1900.9,15.7,1.02,1935.7,1,0,30
374698,walking,0,3,69.52,1906.0,26.2,1.04,1990.9,1,0,30
375099,walking,0,3,69.52,1916.7,58.7,1.14,2181.2,1,0,29
375506,walking,0,3,69.52,1931.2,66.2,1.13,2181.2,1,0,29
375898,walking,0,3,69.52,1941.9,67.1,1.12,2181.2,1,0,29
376300,walking,0,3,69.52,1945.1,74.8,1.12,2181.2,1,0,28
376699,walking,0,3,69.52,1954.2,79.8,1.12,2189.1,1,0,28
377100,walking,0,3,69.52,1960.0,81.3,1.12,2189.1,1,0,27
377599,walking,0,3,69.52,1969.2,81.0,1.11,2189.1,1,0,27
378015,walking,0,3,69.52,1965.7,96.3,1.19,2343.2,1,0,27
378399,walking,0,4,69.52,2024.4,195.0,1.47,2971.4,1,0,26
