Timestamp,AccX,AccY,AccZ,Heart_IR
0.030188322067260742,-218,9,2039,23958
0.07009291648864746,-219,6,2039,40164
0.11013984680175781,-223,19,2014,96057
0.15064716339111328,-215,5,2041,115207
0.19010090827941895,-234,9,2042,117145
0.2290952205657959,-182,-3,2042,118370
0.2690882682800293,-174,-5,2041,118742
0.3091559410095215,-168,-9,2041,119002
0.3490884304046631,-174,-2,2037,119178
0.3890855312347412,-175,-7,2034,119090
0.4291048049926758,-181,-3,2035,119028
0.469118595123291,-247,26,2028,119120
0.5090956687927246,-196,-17,2065,119398
0.5490827560424805,-332,19,2049,119741
0.5891313552856445,-205,-35,2030,120007
0.6291232109069824,-354,-59,2055,120335
0.6681051254272461,-279,15,2014,120493
0.7081389427185059,-396,-52,1905,120676
0.7481236457824707,-214,-49,2194,120849
0.7881243228912354,-512,-255,2479,120794
0.8281567096710205,-130,-105,2199,120422
0.8681156635284424,825,-124,2188,120054
0.908123254776001,-143,-244,1833,120579
0.9481308460235596,-286,-325,2257,120751
0.9881365299224854,-415,-332,2504,120842
1.0281522274017334,-215,-639,2616,120592
1.0673363208770752,-830,-714,2831,120818
1.107327938079834,-153,-803,1693,120798
1.147195816040039,-537,-684,2542,120780
1.1871438026428223,-594,-836,2329,120958
1.227536916732788,-310,-852,2138,121167
1.267157793045044,-263,-720,1895,121395
1.3072617053985596,-298,-304,1922,121442
1.3471989631652832,207,-168,1677,121289
1.3877909183502197,576,355,1529,121356
1.4272446632385254,757,1141,1471,121394
1.4671432971954346,462,3724,350,121227
1.50614595413208,884,6274,-2285,120803
1.5463247299194336,3565,5724,-2593,121793
1.5861330032348633,4933,-3060,4125,122548
1.6261839866638184,-4152,-10457,6388,121394
1.6661415100097656,-1742,-3443,2817,121392
1.706115961074829,1517,497,2003,121745
1.7461128234863281,531,63,3423,121951
1.7861149311065674,-358,-67,2250,121912
1.8261737823486328,-125,-296,1821,121958
1.8667418956756592,-267,-463,2516,122109
1.905559778213501,-272,-1232,3062,122158
1.945176124572754,-871,-1309,3091,122216
1.9852268695831299,-550,-1589,2458,122303
2.0251505374908447,-293,-1040,1972,122343
2.0651509761810303,-20,-506,1362,122356
2.105132818222046,421,80,1103,122459
2.145200490951538,657,540,1116,122581
2.185149908065796,826,890,1368,122833
2.2253012657165527,804,1958,2184,123153
2.265197515487671,422,4349,2213,123130
2.3052003383636475,700,7752,-1226,122776
2.344326972961426,2582,8086,-1866,122941
2.38417649269104,6564,-4204,2504,122156
2.424189567565918,-6244,-12193,6177,121671
2.464172601699829,1559,-2311,5705,122380
2.504974842071533,2020,913,3939,122775
2.5442044734954834,563,-234,3838,122440
2.5842080116271973,-920,-823,2172,122823
2.6242012977600098,-556,-749,1968,122926
2.6641948223114014,-917,-990,2130,122818
2.7042036056518555,-632,-1320,2232,122800
2.7441790103912354,-310,-1021,2536,122583
2.7841618061065674,-221,-1053,2246,122553
2.8232462406158447,-73,-482,2096,123039
2.8631718158721924,373,-380,1993,123507
2.903277635574341,549,131,1627,124033
2.943169355392456,587,497,1748,124109
2.983163356781006,578,744,1504,124173
3.023249626159668,241,1229,1949,124074
3.0632505416870117,317,2036,1532,124005
3.1031463146209717,48,4337,808,123578
3.1432180404663086,1996,8166,-1546,123296
3.1834352016448975,4853,6426,1451,123219
3.2232930660247803,5338,-11004,3272,122468
3.2622482776641846,-8091,-7848,4765,122195
3.3021910190582275,2745,-1909,3994,122764
3.342151165008545,990,619,3626,123108
3.382345199584961,722,-601,3800,123171
3.422165632247925,-672,-946,1929,123386
3.4623377323150635,-230,-1047,1974,123495
3.502356767654419,-215,-1173,2492,123626
3.542335033416748,-201,-1151,2651,123731
3.582206964492798,-354,-1212,2267,123796
3.6221721172332764,-160,-914,2020,123907
3.662282705307007,59,-632,1719,123952
3.70217227935791,140,-181,1689,123878
3.7411999702453613,279,-16,1662,123623
3.78116512298584,531,324,1747,123380
3.8211493492126465,571,447,1709,123730
3.861234426498413,502,741,1632,124049
3.901301383972168,528,896,1714,124254
3.9411776065826416,507,1421,2108,124421
3.9811830520629883,271,2931,2469,124496
4.021313190460205,803,5569,643,124002
4.061627149581909,2000,8553,-1599,123847
4.101288557052612,6821,3675,237,123812
4.141197681427002,1863,-11961,5223,123007
4.180199146270752,-7210,-8064,4714,122755
4.220212459564209,3523,-123,4140,123200
4.260173082351685,1492,-213,4367,123535
4.300262928009033,-138,-813,3417,123580
4.340226173400879,209,-788,2265,123582
4.380643367767334,-89,-783,2518,123554
4.4201977252960205,-502,-1105,2663,123479
4.460190534591675,-598,-1177,2997,123325
4.500176191329956,-591,-962,2573,123345
4.540189981460571,-225,-558,1914,123466
4.580168008804321,42,-414,1805,123526
4.620192527770996,222,-56,1613,123563
4.659156560897827,353,395,1763,123615
4.699181795120239,527,371,1526,123505
4.73984956741333,571,740,1207,123484
4.779202222824097,436,991,1105,123459
4.81917405128479,611,1340,991,123445
4.859172105789185,436,1941,1144,123478
4.899177551269531,507,3106,1017,123413
4.939599990844727,1138,5646,-500,123195
4.97920298576355,2555,7415,-2093,123049
5.0192482471466064,6398,4075,641,122344
5.059203386306763,3245,-12518,2881,122190
5.09919548034668,-6849,-7700,4689,122665
5.138738632202148,2549,-1400,3311,122209
5.178189754486084,1545,-544,5084,122506
5.218277931213379,129,-1314,3713,122586
5.258191823959351,-575,-924,2395,122705
5.298744201660156,-142,-980,2187,122815
5.3382298946380615,-509,-1072,2743,122901
5.378210067749023,-249,-1227,2558,123274
5.418204069137573,-438,-1272,2540,123574
5.458354949951172,-230,-1245,1765,123735
5.498767375946045,-30,-817,1671,123921
5.5382561683654785,141,-456,1421,123695
5.578286647796631,351,-105,1483,123172
5.6171910762786865,365,376,1397,122663
5.657188415527344,270,626,1548,122289
5.697667598724365,208,980,1673,122369
5.737654447555542,387,1164,1954,122607
5.777233600616455,272,1513,2294,122781
5.817272186279297,99,2227,1900,122868
5.857237100601196,-87,3860,1402,122812
5.897619247436523,1239,6174,-709,122472
5.937224864959717,2172,7782,-445,122546
5.977688550949097,7362,3299,2224,122423
6.01720666885376,5245,-14506,5348,121673
6.05734658241272,-6761,-7930,4148,121193
6.0972418785095215,2371,-766,3741,121579
6.13671350479126,2078,-616,4146,120815
6.176167726516724,406,-268,4055,120130
6.216146230697632,414,-813,2883,120537
6.256196975708008,-131,-958,2359,120950
6.29619574546814,-469,-986,2675,121174
6.336162328720093,-432,-1176,2546,121741
6.376158714294434,-448,-801,2427,121995
6.416166305541992,-91,-801,2022,122266
6.4569830894470215,70,-607,1770,122474
6.496665954589844,88,-101,2034,122546
6.536202669143677,533,-67,1535,122420
6.576250314712524,429,685,1640,121866
6.615182161331177,973,816,1605,121924
6.655201196670532,987,1045,1793,122053
6.695218086242676,841,1215,1809,122674
6.735259771347046,589,1762,1840,123352
6.77520227432251,186,2729,1826,123533
6.815180540084839,184,3959,389,123387
6.855636358261108,590,6535,-639,122992
6.895216226577759,2674,7459,-272,122882
6.9352028369903564,7240,348,1756,122458
6.975307941436768,-663,-15650,3700,123078
7.015223979949951,-3691,-5647,3482,122611
7.055730819702148,1667,-1358,4274,122828
7.09421181678772,1501,-558,4190,123002
7.134829044342041,847,-532,3662,123115
7.1742377281188965,-319,-684,2731,122931
7.21422553062439,-198,-982,2193,122253
7.255228757858276,-604,-942,2453,121389
7.294613838195801,-240,-1178,2095,121798
7.334240198135376,-469,-1085,2300,121803
7.37423038482666,-84,-1006,2156,122012
7.414242506027222,43,-707,2086,122691
7.454197883605957,315,-493,1493,123182
7.4948060512542725,441,36,1426,123426
7.534931898117065,286,449,1322,123636
7.574179172515869,547,513,1677,123855
7.61321234703064,728,703,1745,124028
7.653210401535034,1028,945,2017,124201
7.693191766738892,1274,1302,2736,124261
7.733217000961304,991,1619,2592,124326
7.773810863494873,348,2475,1912,124360
7.813232898712158,688,4407,1449,124064
7.853266716003418,1583,7165,-98,123672
7.893207311630249,3753,5815,-477,123275
7.93316650390625,6536,-5778,-69,123479
7.973348140716553,-1046,-10698,5257,122333
8.013198137283325,-2048,-5519,3750,122288
8.053210973739624,2581,-718,3128,122769
8.092219114303589,2084,-378,3902,122958
8.132213830947876,513,-380,3729,123030
8.172208547592163,414,-1214,2211,123257
8.212238073348999,-393,-966,2488,123285
8.25223994255066,-280,-1343,2566,123496
8.292228937149048,-486,-1283,2799,123719
8.33223557472229,-247,-1448,2612,123757
8.372243642807007,-292,-1166,2215,123925
8.412226438522339,117,-955,1744,123995
